epoch,loss,val_loss
0,0.0615335455120996,0.03607829213142395
1,0.03453851514074146,0.028285814638713016
2,0.02781754878526915,0.022943437043192468
3,0.025074595958683055,0.02032875467168792
4,0.023574872298403722,0.020525131155462825
5,0.022490044797524505,0.01782382056057832
6,0.02071704039222762,0.01839711212675977
7,0.020452420505765626,0.01904804934118245
8,0.020538500412031594,0.017471503738805485
9,0.020423955486849804,0.016860792747978564
10,0.020668615240348905,0.01807427710138368
11,0.019165123949195784,0.018174351193010807
12,0.018983182151304377,0.019308687734087435
13,0.01860873468440584,0.01707094386279204
14,0.019783559127567876,0.018352107560952062
15,0.019142559463375158,0.017443974829606107
16,0.01784574125933008,0.015399655729934975
17,0.01820184158543452,0.016713389706322614
18,0.017170106124497826,0.016864019151427597
19,0.01831112877257485,0.01555991919625355
20,0.01695846216116176,0.015871107199233743
21,0.016429560886981748,0.01864964038204692
22,0.01699100021555221,0.015104312635958194
23,0.017345954422699546,0.014994761176608704
24,0.016478468817546825,0.01581958564670552
25,0.015600281885640898,0.017639694166842062
26,0.01625919288261871,0.016338138715238183
27,0.016501876424357652,0.016716630959110437
28,0.01569375737558176,0.015442206543560816
29,0.01573987281046353,0.015133999175553482
30,0.015961873110610984,0.014371658567285879
31,0.015960748289159176,0.014253126192299001
32,0.016346809904258044,0.01488727645797504
33,0.015447068676462675,0.016191128827631473
34,0.015671204828593514,0.014769816914771718
35,0.015929706427724878,0.017081720301428356
36,0.015431529839562731,0.01461107238819186
37,0.015343264224224632,0.016802972120444612
38,0.015575855422262343,0.014836234894887631
39,0.015842502243307292,0.016862888559876735
40,0.016205759940741242,0.01562569219032702
41,0.015973646558697256,0.01517309232752634
42,0.016641446911211704,0.014555614178079301
43,0.015693451921402195,0.016243807613162624
44,0.01584254127255706,0.014688794407993555
45,0.015479913150096336,0.017695947963335745
46,0.015261555226888102,0.014978685909334351
47,0.014994149817267429,0.016243345783771696
48,0.014915013189690941,0.015825383323696346
49,0.014655795329820207,0.013552014866994845
50,0.01583468152034525,0.016311357225719338
51,0.014607968216145656,0.014826401120528509
52,0.014837128802610634,0.01427953106029898
53,0.01591507261808335,0.015388696604010032
54,0.014910212103380734,0.015835622757886476
55,0.01576489634715475,0.015380754321813583
56,0.015062186579166631,0.01430835433612283
57,0.015071694101525432,0.014926250402138987
58,0.01574437501642323,0.015264963713402021
59,0.01525953005441566,0.014552095890139926
60,0.015361618700948529,0.013717019708385908
61,0.014873219998260743,0.013286026206536778
62,0.015293813372881267,0.014735395142094888
63,0.015706538952294867,0.013439282259662504
64,0.014544072200831665,0.013424505808335893
65,0.014347105163412923,0.012443276868454981
66,0.015536591756999382,0.014250428881496191
67,0.015350017898721197,0.013955435395797505
68,0.01563006880075125,0.014216534939960284
69,0.014933481938145407,0.013305567681718327
70,0.015078387935189685,0.014025656476806382
71,0.014640909276709869,0.014234449049614855
72,0.014558456403972811,0.01470714814765512
73,0.01431364880568329,0.01298052492730663
74,0.014738865050723063,0.011516825287100905
75,0.014562511476455686,0.015455195046546728
76,0.01404515745466,0.012214253274561018
77,0.01435705508878403,0.013283798564225435
78,0.014241785891078646,0.012944870813496542
79,0.01396524766890432,0.011161547342229438
80,0.014904027383313161,0.014189542511060527
81,0.01454595501453731,0.013848480093329908
82,0.013713693882505687,0.014545820887379692
83,0.013817117193131922,0.013913350931956583
84,0.01475874869197662,0.013726692007105377
85,0.014234987898022211,0.0149512810585206
86,0.014467997025085576,0.01164925451403771
87,0.014422381743995297,0.013632700714876428
88,0.015756085038531657,0.01273944042623043
89,0.014836339224921797,0.014580868119418337
90,0.014352580120997046,0.013360739435366871
91,0.014668063772584065,0.013740752896202198
92,0.01409680482048314,0.013139385512374068
93,0.014084555546265929,0.012870969783828633
94,0.014647921561754124,0.012922041908806761
95,0.01399546117933257,0.011391046767927031
96,0.013621775783915177,0.01205492570155281
97,0.01441768796739208,0.01300190871548861
98,0.014202073173745503,0.012992483538550299
99,0.014063179708135877,0.01160519476979971
100,0.013963420701500669,0.01250384678095816
101,0.014627660337883751,0.012007730776097608
102,0.014105239796302455,0.011306603807831607
103,0.014027703784461273,0.012107627170192987
104,0.013913392122704088,0.01127875964371976
105,0.013331098279221992,0.010885741115978584
106,0.013209884122440974,0.011519094267252993
107,0.013580490544768887,0.011366794674267877
108,0.014193844412024823,0.010695895215641524
109,0.01330234036607024,0.012155168612794106
110,0.014251135867743197,0.011734131537377835
111,0.014128481733049791,0.011615297635676656
112,0.013990156006846102,0.013480897545696063
113,0.013809085158758595,0.011265380194022755
114,0.013864617640851496,0.013011756093968268
115,0.013055183212729016,0.011170795003754725
116,0.01365886158972648,0.011027367030446595
117,0.013809938129733098,0.01221017144910624
118,0.014443589358585378,0.013087569547902989
119,0.013336225638300345,0.013781663094053492
120,0.013847076113365053,0.01135879721853805
121,0.013538555764075018,0.011795090977102518
122,0.013972540573318542,0.01099285390820289
123,0.01478370708790427,0.014230646607606702
124,0.01325879614979249,0.011832311921212556
125,0.013272885373292591,0.013694306798516187
126,0.013227194729786153,0.014006959591268166
127,0.01378988433980457,0.011997776433221391
128,0.013039530908031297,0.016546096153770513
129,0.014117229065053895,0.010502011413035977
130,0.01338865544488602,0.011344612057843439
131,0.013511737328635566,0.013515912083722355
132,0.013093124208755271,0.011733444314450026
133,0.013283545254641892,0.011933457332889776
134,0.013149572585928021,0.011077373133104633
135,0.014314812886254955,0.010821413034084586
136,0.013648413149244023,0.010081319447861472
137,0.014083046311522919,0.011307134812724419
138,0.014153466029385322,0.012535833944647983
139,0.013516451038984847,0.010728563974198363
140,0.013848673268574222,0.01087122642996296
141,0.013737979077505095,0.012248721940588023
142,0.013084015808310945,0.011261342969887397
143,0.013804375181962734,0.011570168798789382
144,0.01358512020368618,0.012265147177860827
145,0.01378536091569997,0.010758643393924487
146,0.013286527844624467,0.01120565557446692
147,0.013418857295017917,0.0109787732614456
148,0.013480714150806011,0.011881683143196311
149,0.012856559805888786,0.012251553805293264
150,0.01355628310676919,0.011313168083233181
151,0.01318456789344384,0.012189551903636733
152,0.013388736204497254,0.011557210866059806
153,0.013014516556315303,0.011482881921060704
154,0.013208272883775274,0.011356174759566785
155,0.01308259755999621,0.010884358451386324
156,0.01298632661496976,0.010505354202194036
157,0.012424300343156301,0.010343043980542541
158,0.013835643819583212,0.011107355125236588
159,0.013602512814586572,0.011591091658771986
160,0.013507351536448364,0.012463401215349359
161,0.013893114953076333,0.009801922460784025
162,0.013529838164734641,0.011433832757530323
163,0.01383021546462327,0.011192512235031218
164,0.014152844140371532,0.01151731237028807
165,0.01413626476791782,0.012040726654231549
166,0.014227848172070744,0.011724530332773592
167,0.013208901168788867,0.012267784194780931
168,0.013184051449081814,0.011208857913073656
169,0.014248876711577452,0.011903565462874115
170,0.013053053595786724,0.011588417593277221
171,0.012886058565662991,0.01134110484805272
172,0.013007572190681138,0.011765119911353615
173,0.012925299486685924,0.010226076403677179
174,0.012847078982706211,0.010401765063748545
175,0.013017303434625791,0.010520147195230986
176,0.013171741543987463,0.010915698856115342
177,0.013190218786641873,0.011168856977741271
178,0.013559987335405596,0.009994844297489036
179,0.012866004882982885,0.011016964714008788
180,0.01273087279358104,0.009856963740433721
181,0.013023468061537927,0.011073182525027347
182,0.01281726149645894,0.010080130165220729
183,0.01323755011823228,0.01109638368927049
184,0.013232604674168633,0.010915287700740826
185,0.013240281604712419,0.010671907880407165
186,0.013161267914125857,0.01103374026923045
187,0.013496716155940856,0.011308008804917336
188,0.013393493496611467,0.011098270880470025
189,0.013072658335022256,0.011263689507444542
190,0.01328953815186861,0.010601076786073194
191,0.013459215615832982,0.01004036530313365
192,0.013011923506718245,0.011380435967009474
193,0.013009395879003014,0.010856050210271997
194,0.012756585979114618,0.009827701617713383
195,0.013660936100604685,0.010224608252852539
196,0.013173426287988968,0.00998392131102578
197,0.012711237348244283,0.010493361749441996
198,0.01315017249469616,0.011425155214965343
199,0.013126490743014817,0.010981227069891788
200,0.0130438468827007,0.012222523617429365
201,0.013360198207075626,0.012004810139619774
202,0.012293096050248238,0.01100121991078122
203,0.01343800174881482,0.01177610200940852
204,0.013790740733088275,0.011017962869712771
205,0.012889783646284762,0.010961055200375226
206,0.013050799017734207,0.01091519763192757
207,0.013143286080221868,0.009540662982327855
208,0.013363816734410257,0.010891271497467932
209,0.012819681535242556,0.010863869078457355
210,0.012827159206136758,0.011203632137733727
211,0.012458770469092727,0.010954400796934797
212,0.01257173157643093,0.009698777927444072
213,0.01309788609078488,0.010995939945497081
214,0.013093409456601866,0.00997135167517988
215,0.013515870418062162,0.010730181567501188
216,0.012424625448758633,0.012513058154957757
217,0.014446457495393021,0.011156388918242886
218,0.0131828955228332,0.011901053423817093
219,0.013474861156133429,0.00989190861286628
220,0.013342321265575498,0.01007188819348812
221,0.013123660259871519,0.010230144308154459
222,0.01270116415294834,0.009882189639931357
223,0.012966998417942669,0.010796411575924232
224,0.011909946194693254,0.009893691703227063
225,0.01338226712152169,0.009816623670426575
226,0.01399446623382639,0.013124187691625806
227,0.013070411627248013,0.010773858600347902
228,0.013802784056077383,0.009375997527320358
229,0.01260782049731274,0.010672869976604023
230,0.013098973837679393,0.011719849675787177
231,0.013225909856160114,0.010228943545371294
232,0.013107565403425319,0.011020349387511823
